 #  Results from PENMAIN.
 #  Dose distribution along the central Z axis
 #  1st column: z (cm).
 #  2nd column: dose (eV/g).
 #  3rd column: statistical uncertainty (3 sigma).

   1.234568E-01  2.054178E+01  1.023140E+00
   3.703704E-01  5.531113E+01  1.986373E+00
   6.172840E-01  8.801546E+01  2.565300E+00
   8.641975E-01  1.210880E+02  3.080284E+00
   1.111111E+00  1.538249E+02  3.549146E+00
   1.358025E+00  1.850904E+02  3.935194E+00
   1.604938E+00  2.149593E+02  4.279035E+00
   1.851852E+00  2.428206E+02  4.539869E+00
   2.098765E+00  2.675979E+02  4.768673E+00
   2.345679E+00  2.905271E+02  4.973158E+00
   2.592593E+00  3.102623E+02  5.125982E+00
   2.839506E+00  3.320757E+02  5.336832E+00
   3.086420E+00  3.463188E+02  5.435689E+00
   3.333333E+00  3.591784E+02  5.552509E+00
   3.580247E+00  3.687989E+02  5.641170E+00
   3.827160E+00  3.736769E+02  5.643795E+00
   4.074074E+00  3.770293E+02  5.665262E+00
   4.320988E+00  3.795176E+02  5.680045E+00
   4.567901E+00  3.811262E+02  5.707163E+00
   4.814815E+00  3.805852E+02  5.680714E+00
   5.061728E+00  3.784246E+02  5.652148E+00
   5.308642E+00  3.782343E+02  5.654551E+00
   5.555556E+00  3.762795E+02  5.644079E+00
   5.802469E+00  3.765629E+02  5.684527E+00
   6.049383E+00  3.753345E+02  5.643107E+00
   6.296296E+00  3.727246E+02  5.619553E+00
   6.543210E+00  3.735726E+02  5.650980E+00
   6.790123E+00  3.707648E+02  5.599703E+00
   7.037037E+00  3.719819E+02  5.636385E+00
   7.283951E+00  3.702638E+02  5.612164E+00
   7.530864E+00  3.679850E+02  5.586162E+00
   7.777778E+00  3.675428E+02  5.597320E+00
   8.024691E+00  3.640788E+02  5.550047E+00
   8.271605E+00  3.643081E+02  5.559664E+00
   8.518519E+00  3.623999E+02  5.547499E+00
   8.765432E+00  3.611949E+02  5.529599E+00
   9.012346E+00  3.582723E+02  5.495010E+00
   9.259259E+00  3.574741E+02  5.480386E+00
   9.506173E+00  3.575100E+02  5.506015E+00
   9.753086E+00  3.551668E+02  5.486970E+00
   1.000000E+01  3.534638E+02  5.491064E+00
   1.024691E+01  3.516157E+02  5.446103E+00
   1.049383E+01  3.524819E+02  5.454401E+00
   1.074074E+01  3.526164E+02  5.478448E+00
   1.098765E+01  3.483527E+02  5.413934E+00
   1.123457E+01  3.487531E+02  5.437618E+00
   1.148148E+01  3.487479E+02  5.448444E+00
   1.172840E+01  3.470190E+02  5.442227E+00
   1.197531E+01  3.452810E+02  5.441469E+00
   1.222222E+01  3.422891E+02  5.399309E+00
   1.246914E+01  3.417120E+02  5.398531E+00
   1.271605E+01  3.376103E+02  5.334957E+00
   1.296296E+01  3.380621E+02  5.340869E+00
   1.320988E+01  3.372023E+02  5.323110E+00
   1.345679E+01  3.378560E+02  5.377907E+00
   1.370370E+01  3.365249E+02  5.332939E+00
   1.395062E+01  3.372729E+02  5.370691E+00
   1.419753E+01  3.354903E+02  5.346100E+00
   1.444444E+01  3.330533E+02  5.328169E+00
   1.469136E+01  3.306917E+02  5.299275E+00
   1.493827E+01  3.285173E+02  5.270514E+00
   1.518519E+01  3.274876E+02  5.274825E+00
   1.543210E+01  3.242154E+02  5.211182E+00
   1.567901E+01  3.264046E+02  5.274068E+00
   1.592593E+01  3.273354E+02  5.293254E+00
   1.617284E+01  3.244928E+02  5.260373E+00
   1.641975E+01  3.201336E+02  5.186288E+00
   1.666667E+01  3.205705E+02  5.228674E+00
   1.691358E+01  3.193127E+02  5.222129E+00
   1.716049E+01  3.167962E+02  5.187200E+00
   1.740741E+01  3.147232E+02  5.194471E+00
   1.765432E+01  3.101264E+02  5.111244E+00
   1.790123E+01  3.107708E+02  5.140278E+00
   1.814815E+01  3.079005E+02  5.111436E+00
   1.839506E+01  3.072487E+02  5.116274E+00
   1.864198E+01  3.062943E+02  5.103603E+00
   1.888889E+01  3.052106E+02  5.100092E+00
   1.913580E+01  3.043761E+02  5.098016E+00
   1.938272E+01  3.013859E+02  5.053233E+00
   1.962963E+01  2.968919E+02  4.992067E+00
   1.987654E+01  2.864983E+02  4.760563E+00
